,race_category,marital_status,arrest_year,admit_year,primary_offense,violent_offense_type,has_work_assignment,work_assignment,work_assignment_required,WA_break_up_boredom,WA_friendship,WA_early_release,WA_learn_job_skills,WA_make_spending_money
9045,white,never_married,2012,2013,violent,other_violent_offense,yes,janitorial,yes,,,,,
9046,white,never_married,2011,2012,drug,nonviolent,yes,other,yes,,,,,
9048,asian,never_married,2013,2014,drug,nonviolent,yes,janitorial,yes,,,,,
9049,black,never_married,,1984,violent,rape,no,no_WA,,,,,,
9050,other,never_married,2014,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
9052,white,divorced,2004,2004,drug,nonviolent,no,no_WA,,,,,,
9053,white,never_married,2008,2009,property,nonviolent,yes,janitorial,yes,,,,,
9054,white,never_married,2011,2013,drug,nonviolent,yes,food,yes,,,,,
9057,black,never_married,2010,2010,violent,other_violent_offense,no,no_WA,,,,,,
9058,black,married,2014,2016,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9059,black,never_married,2003,2004,violent,rape,no,no_WA,,,,,,
9060,american_indian/alaska_native,never_married,2013,2013,drug,nonviolent,no,no_WA,,,,,,
9061,white,never_married,2015,2015,,,yes,janitorial,yes,,,,,
9062,black,separated,2007,2009,violent,other_violent_offense,yes,general_services,yes,,,,,
9063,white,divorced,2003,2005,public_order,nonviolent,yes,janitorial,yes,,,,,
9065,black,never_married,2001,2002,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
9066,black,married,2004,2005,violent,other_violent_offense,yes,general_services,yes,,,,,
9067,white,never_married,2014,2014,drug,nonviolent,yes,food,yes,,,,,
9068,white,never_married,2011,2011,public_order,nonviolent,no,no_WA,,,,,,
9069,black,never_married,2000,,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
9070,native_hawaiian/pacific_islander,never_married,2007,2007,violent,other_violent_offense,yes,other,yes,,,,,
9071,american_indian/alaska_native,widowed,2008,2010,property,nonviolent,yes,janitorial,yes,,,,,
9073,hispanic/latino,never_married,2010,2010,violent,rape,no,no_WA,,,,,,
9076,white,never_married,2015,2015,,,no,no_WA,,,,,,
9077,black,never_married,,2005,drug,nonviolent,yes,janitorial,yes,,,,,
9078,other,never_married,2016,2016,property,nonviolent,yes,food,yes,,,,,
9081,white,married,2011,2015,property,nonviolent,no,no_WA,,,,,,
9082,american_indian/alaska_native,divorced,2014,2014,public_order,nonviolent,yes,general_services,yes,,,,,
9083,american_indian/alaska_native,never_married,2014,2014,drug,nonviolent,no,no_WA,,,,,,
9084,black,never_married,2012,2013,violent,other_violent_offense,no,no_WA,,,,,,
9085,black,never_married,2011,2013,drug,nonviolent,no,no_WA,,,,,,
9086,black,never_married,2015,2015,,,no,no_WA,,,,,,
9087,hispanic/latino,never_married,2008,2010,violent,murder/manslaughter,no,no_WA,,,,,,
9088,black,married,2009,2011,public_order,nonviolent,yes,other,yes,,,,,
9089,black,never_married,2005,2011,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9090,hispanic/latino,divorced,2006,2011,drug,nonviolent,no,no_WA,,,,,,
9091,american_indian/alaska_native,never_married,2010,2011,drug,nonviolent,yes,janitorial,yes,,,,,
9093,black,never_married,2012,2014,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9095,white,never_married,2006,2006,drug,nonviolent,yes,medical,yes,,,,,
9096,white,never_married,2013,2013,violent,,yes,janitorial,yes,,,,,
9097,white,never_married,2009,2009,public_order,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9098,white,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9099,white,divorced,,,violent,,yes,farming/forestry/ranching,yes,,,,,
9100,white,divorced,2004,2004,violent,murder/manslaughter,yes,other,yes,,,,,
9101,hispanic/latino,never_married,2010,2011,drug,nonviolent,yes,general_services,yes,,,,,
9102,black,never_married,2016,2016,,,no,no_WA,,,,,,
9103,other,never_married,2012,2013,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9104,white,divorced,2006,2009,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9105,hispanic/latino,never_married,2007,2008,violent,,no,no_WA,,,,,,
9107,white,never_married,2010,2015,property,nonviolent,yes,janitorial,yes,,,,,
9108,white,widowed,2009,2012,violent,murder/manslaughter,yes,maintenance/repair/construction,yes,,,,,
9109,white,married,2014,2016,property,nonviolent,no,no_WA,,,,,,
9110,black,never_married,2014,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
9111,american_indian/alaska_native,married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
9112,white,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
9113,white,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
9114,asian,never_married,2015,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
9115,other,never_married,2014,,drug,nonviolent,no,no_WA,,,,,,
9117,black,never_married,2010,2012,violent,other_violent_offense,no,no_WA,,,,,,
9118,black,never_married,2005,2005,violent,,yes,food,yes,,,,,
9120,white,never_married,2016,2016,violent,,no,no_WA,,,,,,
9121,other,divorced,2010,2011,,,yes,general_services,yes,,,,,
9123,other,never_married,1994,1997,violent,murder/manslaughter,no,no_WA,,,,,,
9124,white,never_married,2015,2015,,,yes,laundry,yes,,,,,
9126,american_indian/alaska_native,widowed,2012,2012,public_order,nonviolent,yes,janitorial,yes,,,,,
9127,white,never_married,2012,2013,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9129,american_indian/alaska_native,married,2004,2007,drug,nonviolent,no,no_WA,,,,,,
9131,white,never_married,2010,2010,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9132,white,never_married,1973,1973,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9133,white,married,2012,2015,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9134,black,married,2013,2013,drug,nonviolent,yes,food,yes,,,,,
9135,other,widowed,2011,,violent,other_violent_offense,yes,janitorial,yes,,,,,
9136,black,never_married,2011,2012,drug,nonviolent,yes,janitorial,yes,,,,,
9138,white,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9139,black,never_married,2009,2010,drug,nonviolent,yes,janitorial,yes,,,,,
9140,white,married,2012,2015,drug,nonviolent,yes,food,yes,,,,,
9141,hispanic/latino,separated,2009,2013,public_order,nonviolent,yes,janitorial,yes,,,,,
9142,asian,never_married,2009,2010,drug,nonviolent,yes,janitorial,yes,,,,,
9143,asian,never_married,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9144,american_indian/alaska_native,divorced,2006,2007,other,nonviolent,yes,janitorial,yes,,,,,
9145,american_indian/alaska_native,married,1998,2009,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
9146,white,never_married,2014,2016,public_order,nonviolent,no,no_WA,,,,,,
9147,black,never_married,,,violent,other_violent_offense,yes,other,yes,,,,,
9148,native_hawaiian/pacific_islander,never_married,2015,2015,property,nonviolent,no,no_WA,,,,,,
9150,white,married,2012,2014,violent,murder/manslaughter,yes,food,yes,,,,,
9151,white,separated,2013,2013,property,nonviolent,yes,janitorial,yes,,,,,
9153,white,divorced,2011,2011,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9154,white,never_married,2011,2011,violent,other_violent_offense,yes,food,yes,,,,,
9155,black,never_married,2013,2015,public_order,nonviolent,no,no_WA,,,,,,
9156,other,never_married,2013,2014,public_order,nonviolent,yes,general_services,yes,,,,,
9157,american_indian/alaska_native,never_married,2010,2011,violent,other_violent_offense,no,no_WA,,,,,,
9158,other,never_married,2014,2015,property,nonviolent,yes,food,yes,,,,,
9159,black,separated,2005,2009,violent,murder/manslaughter,yes,general_services,yes,,,,,
9160,white,divorced,2016,2016,,,no,no_WA,,,,,,
9161,native_hawaiian/pacific_islander,widowed,2002,,violent,murder/manslaughter,no,no_WA,,,,,,
9163,other,divorced,2012,2014,violent,rape,no,no_WA,,,,,,
9164,white,never_married,2010,2010,,,no,no_WA,,,,,,
9165,black,never_married,2008,2009,violent,other_violent_offense,no,no_WA,,,,,,
9166,white,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
9167,white,married,2012,2012,property,nonviolent,yes,food,yes,,,,,
9168,black,never_married,2010,2011,drug,nonviolent,yes,janitorial,yes,,,,,
9169,american_indian/alaska_native,divorced,,,violent,other_violent_offense,no,no_WA,,,,,,
9170,black,never_married,2012,2013,property,nonviolent,no,no_WA,,,,,,
9171,white,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
9172,hispanic/latino,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
9173,white,never_married,,2016,public_order,nonviolent,no,no_WA,,,,,,
9174,american_indian/alaska_native,never_married,1998,1999,violent,rape,yes,other,yes,,,,,
9175,black,never_married,2003,2015,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9176,hispanic/latino,widowed,2012,2014,drug,nonviolent,,,,,,,,
9177,white,never_married,2014,2014,property,nonviolent,no,no_WA,,,,,,
9178,other,divorced,2003,2005,public_order,nonviolent,yes,janitorial,yes,,,,,
9179,white,never_married,2015,2016,property,nonviolent,yes,other,yes,,,,,
9180,other,married,2014,2015,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
9181,american_indian/alaska_native,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
9182,white,divorced,2015,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9183,american_indian/alaska_native,never_married,2012,2016,violent,other_violent_offense,yes,laundry,yes,,,,,
9184,hispanic/latino,never_married,2010,2011,violent,other_violent_offense,no,no_WA,,,,,,
9185,black,never_married,1999,2001,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
9186,white,never_married,,2009,violent,rape,yes,janitorial,yes,,,,,
9187,black,divorced,2012,2014,property,nonviolent,yes,other,yes,,,,,
9188,american_indian/alaska_native,widowed,2011,2011,drug,nonviolent,yes,janitorial,yes,,,,,
9190,white,never_married,2013,2015,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9191,black,never_married,2012,2013,violent,,yes,janitorial,yes,,,,,
9192,white,never_married,2008,2008,property,nonviolent,yes,food,yes,,,,,
9193,white,married,2014,2016,drug,nonviolent,no,no_WA,,,,,,
9194,white,never_married,2001,2002,violent,rape,yes,goods_production/industries,yes,,,,,
9195,black,never_married,2007,2008,violent,other_violent_offense,yes,janitorial,yes,,,,,
9196,other,separated,2012,2012,,,yes,food,yes,,,,,
9197,white,divorced,,2016,drug,nonviolent,yes,general_services,yes,,,,,
9198,white,never_married,2009,2011,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9201,other,never_married,2015,2015,drug,nonviolent,yes,food,yes,,,,,
9202,white,never_married,2013,2014,drug,nonviolent,yes,farming/forestry/ranching,yes,,,,,
9203,white,never_married,2012,2013,violent,other_violent_offense,yes,food,yes,,,,,
9204,black,married,2014,2014,,,yes,food,yes,,,,,
9205,black,married,2010,2010,drug,nonviolent,yes,general_services,yes,,,,,
9206,black,never_married,2015,2015,violent,other_violent_offense,no,no_WA,,,,,,
9208,white,married,1995,1998,violent,murder/manslaughter,yes,farming/forestry/ranching,yes,,,,,
9209,other,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
9210,black,married,2014,2015,property,nonviolent,yes,janitorial,yes,,,,,
9211,white,widowed,2014,2015,violent,murder/manslaughter,no,no_WA,,,,,,
9212,hispanic/latino,never_married,,2016,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
9213,black,never_married,2015,2016,drug,nonviolent,yes,janitorial,yes,,,,,
9214,other,never_married,2010,2013,drug,nonviolent,yes,janitorial,yes,,,,,
9216,black,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
9217,white,never_married,2011,2011,drug,nonviolent,yes,food,yes,,,,,
9218,white,married,2015,2016,drug,nonviolent,yes,janitorial,yes,,,,,
9219,black,never_married,1996,1998,violent,murder/manslaughter,yes,laundry,yes,,,,,
9221,white,divorced,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
9222,white,married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
9223,white,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
9224,black,married,2009,2010,violent,other_violent_offense,no,no_WA,,,,,,
9225,white,divorced,2015,2015,property,nonviolent,no,no_WA,,,,,,
9227,black,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
9228,asian,divorced,,,drug,nonviolent,no,no_WA,,,,,,
9229,black,separated,2003,2003,violent,other_violent_offense,yes,janitorial,yes,,,,,
9230,black,never_married,2003,2005,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
9231,white,divorced,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
9232,black,never_married,2013,2015,drug,nonviolent,yes,janitorial,yes,,,,,
9233,black,never_married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
9235,white,never_married,2014,2015,drug,nonviolent,yes,food,yes,,,,,
9236,other,never_married,2007,2008,violent,murder/manslaughter,no,no_WA,,,,,,
9237,hispanic/latino,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
9238,black,never_married,2002,2004,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9239,american_indian/alaska_native,divorced,2001,2002,violent,rape,yes,maintenance/repair/construction,yes,,,,,
9241,white,separated,2014,2016,drug,nonviolent,yes,other,yes,,,,,
9242,white,never_married,2015,2015,,,yes,general_services,yes,,,,,
9243,white,divorced,2015,2015,,,yes,goods_production/industries,yes,,,,,
9244,white,divorced,2008,2010,violent,murder/manslaughter,yes,general_services,,,,,,
9245,other,separated,2007,2008,violent,rape,no,no_WA,,,,,,
9246,black,never_married,2015,2015,property,nonviolent,yes,other,yes,,,,,
9247,black,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
9248,hispanic/latino,never_married,2011,2015,drug,nonviolent,no,no_WA,,,,,,
9249,white,married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
9251,black,never_married,1996,1998,violent,murder/manslaughter,,,,,,,,
9253,white,married,2014,2015,drug,nonviolent,yes,janitorial,yes,,,,,
9255,other,never_married,2002,2003,violent,murder/manslaughter,no,no_WA,,,,,,
9256,white,never_married,2012,2013,violent,murder/manslaughter,no,no_WA,,,,,,
9258,white,never_married,1982,1983,violent,other_violent_offense,yes,janitorial,yes,,,,,
9260,black,divorced,2012,2012,property,nonviolent,no,no_WA,,,,,,
9261,other,divorced,2016,2016,,,no,no_WA,,,,,,
9262,other,married,2012,2013,other,nonviolent,yes,other,yes,,,,,
9263,white,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
9264,white,married,2012,2012,drug,nonviolent,no,no_WA,,,,,,
9265,black,never_married,2009,2011,property,nonviolent,no,no_WA,,,,,,
9266,white,never_married,2013,2014,public_order,nonviolent,yes,food,yes,,,,,
9267,white,divorced,2015,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
9268,black,never_married,2002,2003,violent,other_violent_offense,yes,janitorial,yes,,,,,
9269,black,never_married,2011,2012,violent,other_violent_offense,no,no_WA,,,,,,
9270,hispanic/latino,divorced,1995,2010,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9271,black,never_married,2012,2016,violent,other_violent_offense,no,no_WA,,,,,,
9272,white,never_married,2004,2004,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9274,,never_married,2009,,violent,,yes,other,yes,,,,,
9275,black,never_married,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
9276,white,separated,2015,2016,property,nonviolent,no,no_WA,,,,,,
9277,hispanic/latino,never_married,2015,2015,,,yes,janitorial,yes,,,,,
9278,black,never_married,2013,2013,property,nonviolent,no,no_WA,,,,,,
9279,black,divorced,2005,2007,,other_violent_offense,no,no_WA,,,,,,
9281,other,married,2011,2013,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9282,other,married,2013,2015,violent,,yes,other,yes,,,,,
9283,white,divorced,2001,2007,,,yes,general_services,yes,,,,,
9284,other,never_married,2013,2015,drug,nonviolent,yes,general_services,yes,,,,,
9285,white,separated,2015,2015,drug,nonviolent,no,no_WA,,,,,,
9286,other,never_married,2015,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
9287,white,divorced,2005,2006,violent,murder/manslaughter,no,no_WA,,,,,,
9288,asian,never_married,2010,2012,violent,other_violent_offense,yes,janitorial,yes,,,,,
9289,american_indian/alaska_native,married,2015,2015,property,nonviolent,yes,janitorial,yes,,,,,
9290,black,never_married,2014,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
9291,white,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
9292,other,widowed,2013,2014,violent,other_violent_offense,yes,janitorial,yes,,,,,
9293,white,married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
9294,black,divorced,2007,2008,violent,,no,no_WA,,,,,,
9295,black,divorced,2009,2009,violent,other_violent_offense,yes,janitorial,yes,,,,,
9296,white,separated,2015,2015,drug,nonviolent,yes,janitorial,yes,,,,,
9297,other,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
9299,,married,2007,2015,drug,nonviolent,yes,other,yes,,,,,
9300,white,divorced,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9301,other,never_married,2007,2008,violent,other_violent_offense,no,no_WA,,,,,,
9302,black,never_married,2014,2015,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9304,black,never_married,2015,2015,drug,nonviolent,yes,other,yes,,,,,
9305,white,never_married,2014,2014,property,nonviolent,yes,general_services,yes,,,,,
9307,black,never_married,2010,2014,violent,murder/manslaughter,no,no_WA,,,,,,
9309,white,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
9310,black,separated,2012,2014,violent,murder/manslaughter,yes,food,yes,,,,,
9311,white,never_married,2015,2015,,,no,no_WA,,,,,,
9312,white,never_married,2014,2014,drug,nonviolent,no,no_WA,,,,,,
9313,american_indian/alaska_native,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
9314,black,never_married,2004,2005,violent,murder/manslaughter,no,no_WA,,,,,,
9315,white,divorced,2012,2014,violent,other_violent_offense,yes,janitorial,yes,,,,,
9316,black,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9317,white,separated,2016,2016,,,no,no_WA,,,,,,
9318,black,never_married,2009,2010,violent,other_violent_offense,no,no_WA,,,,,,
9319,black,divorced,2014,2015,property,nonviolent,yes,janitorial,yes,,,,,
9320,hispanic/latino,never_married,2005,2007,violent,murder/manslaughter,yes,food,yes,,,,,
9321,white,married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
9322,american_indian/alaska_native,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
9323,black,divorced,2012,2012,drug,nonviolent,no,no_WA,,,,,,
9324,american_indian/alaska_native,separated,2013,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
9325,other,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
9326,white,never_married,,,,,no,no_WA,,,,,,
9328,other,married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
9329,hispanic/latino,never_married,2006,2006,violent,other_violent_offense,yes,general_services,yes,,,,,
9330,other,married,2014,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
9331,black,never_married,2012,2014,public_order,nonviolent,yes,general_services,yes,,,,,
9332,black,separated,2016,2016,,,no,no_WA,,,,,,
9333,white,married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
9334,black,never_married,1999,2004,violent,other_violent_offense,no,no_WA,,,,,,
9335,native_hawaiian/pacific_islander,never_married,2015,2015,property,nonviolent,yes,farming/forestry/ranching,yes,,,,,
9336,white,never_married,2014,2015,violent,other_violent_offense,yes,medical,yes,,,,,
9337,black,never_married,2013,2014,drug,nonviolent,yes,food,yes,,,,,
9338,black,never_married,2002,2006,violent,other_violent_offense,no,no_WA,,,,,,
9339,white,divorced,2005,2006,violent,other_violent_offense,yes,general_services,,,,,,
9340,black,never_married,2014,2015,violent,,no,no_WA,,,,,,
9341,other,married,2013,2014,violent,other_violent_offense,yes,janitorial,yes,,,,,
9342,white,divorced,2016,2016,violent,other_violent_offense,no,no_WA,,,,,,
9343,black,never_married,2000,2004,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
9344,white,separated,2015,2015,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9345,black,divorced,2013,2014,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9346,white,never_married,2012,2016,drug,nonviolent,yes,janitorial,yes,,,,,
9347,white,married,2002,2005,drug,nonviolent,yes,janitorial,yes,,,,,
9348,other,never_married,2012,2013,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9349,black,married,2014,2015,drug,nonviolent,yes,other,yes,,,,,
9350,american_indian/alaska_native,never_married,2015,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
9351,white,never_married,2015,2015,public_order,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9353,american_indian/alaska_native,divorced,,1993,violent,other_violent_offense,yes,janitorial,yes,,,,,
9354,white,never_married,1981,1982,violent,murder/manslaughter,yes,general_services,yes,,,,,
9355,white,never_married,2015,2015,drug,nonviolent,yes,general_services,yes,,,,,
9356,white,married,,2015,,,yes,general_services,yes,,,,,
9358,american_indian/alaska_native,separated,2013,2014,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9359,american_indian/alaska_native,never_married,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9360,black,never_married,2014,2016,violent,murder/manslaughter,no,no_WA,,,,,,
9361,black,never_married,,,,,no,no_WA,,,,,,
9362,white,never_married,2014,2016,drug,nonviolent,yes,janitorial,yes,,,,,
9363,american_indian/alaska_native,never_married,2007,2008,violent,murder/manslaughter,no,no_WA,,,,,,
9364,white,never_married,2011,2013,public_order,nonviolent,yes,laundry,yes,,,,,
9366,american_indian/alaska_native,married,2010,2010,violent,murder/manslaughter,yes,food,yes,,,,,
9367,white,never_married,2012,2013,violent,rape,no,no_WA,,,,,,
9368,white,divorced,2013,2014,property,nonviolent,yes,janitorial,yes,,,,,
9369,other,never_married,2009,2011,,,yes,laundry,yes,,,,,
9370,white,separated,2014,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
9371,white,divorced,2016,2016,property,nonviolent,no,no_WA,,,,,,
9372,white,never_married,2012,2013,violent,murder/manslaughter,yes,other,yes,,,,,
9373,hispanic/latino,separated,2014,2015,,,yes,janitorial,yes,,,,,
9374,hispanic/latino,married,2014,2015,property,nonviolent,yes,other,yes,,,,,
9378,american_indian/alaska_native,never_married,2013,2015,violent,other_violent_offense,yes,general_services,yes,,,,,
9379,black,never_married,1997,1997,violent,murder/manslaughter,no,no_WA,,,,,,
9380,white,never_married,2016,2016,property,nonviolent,no,no_WA,,,,,,
9381,black,never_married,2013,2014,drug,nonviolent,yes,food,yes,,,,,
9382,white,divorced,2007,,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9383,american_indian/alaska_native,never_married,2009,2011,drug,nonviolent,yes,other,yes,,,,,
9384,other,divorced,2010,2010,drug,nonviolent,yes,other,yes,,,,,
9385,hispanic/latino,divorced,2007,2010,drug,nonviolent,yes,janitorial,yes,,,,,
9386,other,divorced,2002,2014,,,yes,goods_production/industries,yes,,,,,
9387,black,divorced,2009,2013,violent,other_violent_offense,no,no_WA,,,,,,
9389,hispanic/latino,separated,2016,2016,property,nonviolent,no,no_WA,,,,,,
9391,white,never_married,2015,2016,violent,other_violent_offense,yes,food,yes,,,,,
9392,black,never_married,2014,2016,violent,other_violent_offense,no,no_WA,,,,,,
9393,white,never_married,2010,2011,drug,nonviolent,no,no_WA,,,,,,
9394,hispanic/latino,never_married,2007,2010,violent,murder/manslaughter,no,no_WA,,,,,,
9395,other,married,2014,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
9396,black,never_married,1994,,property,nonviolent,yes,food,yes,,,,,
9397,white,married,1996,,violent,murder/manslaughter,no,no_WA,,,,,,
9399,white,never_married,2015,2015,,,yes,other,yes,,,,,
9401,white,married,2009,2010,public_order,nonviolent,yes,janitorial,yes,,,,,
9403,white,divorced,1997,1998,violent,murder/manslaughter,yes,general_services,yes,,,,,
9405,white,divorced,2013,2014,property,nonviolent,yes,general_services,yes,,,,,
9407,white,separated,2015,2016,property,nonviolent,no,no_WA,,,,,,
9408,hispanic/latino,never_married,1997,2000,violent,murder/manslaughter,yes,food,yes,,,,,
9409,white,married,2010,2011,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
9410,white,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9411,black,never_married,2015,2016,property,nonviolent,no,no_WA,,,,,,
9412,white,divorced,2015,2015,violent,murder/manslaughter,yes,other,yes,,,,,
9413,white,never_married,2016,2016,,,yes,maintenance/repair/construction,yes,,,,,
9414,black,never_married,1999,2000,property,nonviolent,no,no_WA,,,,,,
9415,white,separated,2015,2015,drug,nonviolent,yes,food,yes,,,,,
9416,other,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9419,white,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
9420,white,never_married,,2015,drug,nonviolent,yes,laundry,yes,,,,,
9421,black,never_married,2008,2008,violent,other_violent_offense,yes,food,yes,,,,,
9423,white,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
9424,other,divorced,1993,1994,violent,other_violent_offense,yes,goods_production/industries,,,,,,
9425,white,married,2015,2016,property,nonviolent,no,no_WA,,,,,,
9427,white,separated,2015,2015,drug,nonviolent,yes,general_services,yes,,,,,
9428,other,never_married,2003,2007,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
9430,white,never_married,2016,2016,,,yes,food,yes,,,,,
9431,american_indian/alaska_native,never_married,2006,2016,drug,nonviolent,no,no_WA,,,,,,
9432,black,never_married,2014,2015,property,nonviolent,yes,janitorial,yes,,,,,
9433,,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
9434,white,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
9435,asian,never_married,2011,2014,violent,other_violent_offense,yes,food,yes,,,,,
9436,american_indian/alaska_native,divorced,2008,2008,violent,other_violent_offense,no,no_WA,,,,,,
9437,other,divorced,2013,2016,violent,rape,no,no_WA,,,,,,
9438,black,married,2014,2014,drug,nonviolent,yes,janitorial,yes,,,,,
9439,black,divorced,2005,2006,violent,other_violent_offense,yes,maintenance/repair/construction,yes,,,,,
9440,hispanic/latino,separated,2015,2015,property,nonviolent,no,no_WA,,,,,,
9441,white,divorced,1994,1995,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9445,white,never_married,2013,2013,property,nonviolent,no,no_WA,,,,,,
9446,white,divorced,2015,2015,property,nonviolent,yes,janitorial,yes,,,,,
9447,hispanic/latino,never_married,2008,2010,violent,other_violent_offense,no,no_WA,,,,,,
9448,white,never_married,2012,2013,public_order,nonviolent,yes,janitorial,yes,,,,,
9449,american_indian/alaska_native,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9450,other,widowed,1995,1995,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
9451,white,never_married,2016,2016,other,nonviolent,no,no_WA,,,,,,
9452,black,never_married,2012,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
9453,american_indian/alaska_native,never_married,2013,2014,violent,murder/manslaughter,yes,food,yes,,,,,
9454,hispanic/latino,never_married,1992,1993,violent,murder/manslaughter,yes,general_services,yes,,,,,
9455,black,never_married,2013,2014,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
9457,native_hawaiian/pacific_islander,never_married,2016,2016,,,no,no_WA,,,,,,
9458,american_indian/alaska_native,divorced,,2014,property,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9459,hispanic/latino,married,2009,2010,drug,nonviolent,yes,medical,yes,,,,,
